BodyLength,Wingspan,Weight,PlumageColorHead,PlumageColorBack,PlumageColorBelly,PlumageColorWings,PlumageColorTail,BeakLength,BeakWidth,BeakShape,BeakColor,LegLength,LegColor,FootType,EyeColor,DietType,FeedingBehavior,PreferredHabitat,GeographicalRange,MigratoryBehavior,BreedingSeason,NestType,ClutchSize,EggColor,IncubationPeriod,FledglingPeriod,SocialBehavior,FlightPattern,VocalizationType,SoundFrequency,TypicalActivityPeriod,Predators,Lifespan,SexualDimorphism,MoltFrequency,TarsusLength,WingShape,TailShape,ConservationStatus,TerritorialBehavior,MigrationDistance,ForagingHeight,WaterDependency,TemperaturePreference,ColorVision,NocturnalVision,HearingAcuity,OlfactoryAcuity,TouchSensitivity,PollinationRole,SeedDispersalRole,InterspecificInteraction,IntraspecificInteraction,LearningAbility,ToolUse,ParentalCareLevel,BathingBehavior,GroomingBehavior,FlightSpeed,SpeciesClass
8.8,6.315,7.298,7.705,6.205,0.327,9.311,7.199,9.784,6.718,7.763,5.48,9.424,8.193,5.184,4.037,9.805,3.195,9.1,0.911,1.324,4.779,2.423,0.076,0.509,7.513,5.776,7.467,9.34,2.609,4.272,5.068,8.241,9.141,3.98,6.394,7.005,0.311,6.289,1.953,8.047,6.413,3.89,3.882,8.911,Yes,Yes,9.499,4.357,3.19,7.341,1.209,2.4,9.208,0.207,7.56,9.436,8.752,1.702,2.562,0
3.781,8.604,8.965,0.726,0.733,9.554,0.917,4.954,4.716,0.842,9.349,5.89,6.223,0.908,0.548,4.098,0.958,8.653,8.971,9.238,8.984,5.315,6.498,4.292,1.727,7.49,4.326,0.338,8.844,3.208,5.061,3.045,5.307,7.679,4.89,7.556,9.042,7.285,9.41,1.557,9.164,1.24,7.067,6.863,9.159,No,Yes,4.552,3.991,0.506,1.017,5.048,2.191,7.812,1.971,1.317,6.384,1.717,7.966,1.489,2
8.468,2.365,0.16,0.288,3.266,2.814,2.695,5.796,2.384,3.413,7.643,3.026,5.636,7.375,9.574,8.239,6.196,9.166,9.139,7.843,2.583,3.493,6.828,3.905,2.355,5.453,0.517,2.916,5.983,7.467,2.231,4.084,2.766,2.732,6.756,5.15,2.418,9.049,8.538,5.492,5.353,1.725,0.541,4.53,0.431,No,Yes,4.774,3.854,6.906,9.624,2.687,6.021,6.071,7.896,9.053,5.403,6.057,8.977,0.109,0
6.972,0.077,2.971,7.767,8.216,0.181,3.229,5.372,1.379,0.852,6.763,5.676,2.263,6.689,4.657,4.683,7.638,9.91,1.875,1.554,3.486,1.391,0.899,2.518,9.611,8.4,0.304,8.224,9.259,3.49,8.396,5.751,6.269,7.425,1.992,6.971,1.912,4.82,1.141,0.377,9.231,4.698,2.701,1.583,8.199,No,Yes,5.185,3.818,3.177,4.546,8.371,6.244,4.225,9.185,7.64,8.541,2.078,0.444,8.461,2
8.202,1.908,0.939,5.003,0.169,7.498,6.925,5.542,9.885,5.326,4.279,1.147,3.014,0.543,9.612,7.404,1.64,0.724,1.615,9.288,4.29,2.905,7.266,2.184,1.978,6.261,5.876,2.372,1.654,4.669,6.375,7.92,4.255,0.16,0.389,3.68,9.131,9.362,7.289,1.694,1.191,4.247,1.658,5.731,3.169,No,Yes,9.444,9.623,7.966,0.663,0.246,3.192,1.883,1.166,1.972,3.869,7.954,7.719,9.418,5
9.166,5.137,2.19,8.669,4.092,8.871,4.263,6.063,7.329,4.074,6.122,6.55,8.566,1.719,6.395,6.475,3.484,4.981,9.995,6.701,1.924,8.97,8.293,5.25,6.554,7.696,5.909,8.181,5.723,3.333,7.373,0.317,5.165,2.192,3.893,2.491,6.812,7.915,5.616,4.073,1.853,3.5,9.43,4.054,5.414,No,Yes,7.378,7.267,8.067,0.727,9.352,3.982,1.461,0.886,8.882,1.322,5.835,7.609,3.554,4
0.695,3.407,2.021,8.401,8.392,6.81,2.858,5.232,3.432,2.84,2.126,1.906,3.237,2.568,9.13,1.737,8.22,4.387,6.141,5.125,4.656,9.019,0.041,7.508,1.761,9.998,4.155,0.987,6.058,7.269,5.945,4.657,0.421,4.861,7.386,1.767,4.171,2.661,1.498,3.861,4.342,2.497,7.959,5.595,1.179,No,No,2.508,6.068,6.86,6.649,3.517,5.479,8.378,1.263,3.194,2.651,7.909,5.977,9.615,1
6.114,9.189,0.552,1.428,6.779,2.872,3.596,6.016,4.777,2.126,5.845,0.069,3.109,4.389,7.98,4.927,8.767,4.761,0.815,6.564,1.004,0.738,6.985,7.405,9.986,9.409,8.391,5.368,3.614,0.294,9.534,2.698,6.366,2.406,8.547,6.43,8.01,8.158,9.404,0.662,9.664,0.155,4.308,8.413,7.17,No,Yes,6.342,1.938,9.54,8.497,5.721,7.024,4.703,6.619,1.209,6.121,6.474,9.994,7.082,4
1.442,1.852,0.872,8.812,4.539,7.295,8.756,7.539,8.636,7.451,1.426,9.226,3.063,6.98,6.479,5.156,3.391,3.538,6.557,2.311,4.17,4.488,7.662,5.737,5.819,2.992,5.855,5.234,0.819,4.684,9.347,8.437,8.135,5.46,8.275,0.67,2.317,9.633,5.623,5.251,5.568,6.472,3.457,4.969,9.569,No,Yes,6.241,8.742,4.614,2.593,8.946,7.979,8.571,4.208,0.816,3.995,1.582,7.42,7.754,4
7.72,4.216,5.115,5.493,8.486,0.694,6.774,2.193,4.951,5.142,7.322,4.208,9.872,2.952,6.931,4.994,4.213,7.452,6.437,4.41,1.506,6.418,1.195,8.667,4.789,4.654,0.345,5.509,8.486,7.378,0.165,5.696,0.979,2.1,8.531,5.001,3.759,3.01,9.864,6.331,1.385,8.589,3.256,8.404,5.472,Yes,Yes,6.751,3.212,8.094,4.789,8.585,0.106,0.529,8.531,8.831,5.822,4.079,8.314,1.434,5
8.87,6.334,2.692,9.368,3.224,2.962,0.373,8.355,9.494,3.665,9.099,7.082,0.439,9.451,1.102,0.548,6.929,8.685,6.016,2.733,1.215,3.554,9.708,6.205,8.982,8.987,3.677,2.527,8.939,5.617,5.953,9.018,6.705,8.145,9.975,8.69,8.888,4.26,8.966,9.045,8.46,7.846,9.432,6.113,4.227,Yes,No,5.259,2.171,1.34,2.583,1.949,0.194,2.316,5.167,9.584,6.698,8.161,5.995,6.921,1
1.901,5.394,0.843,8.87,6.61,5.541,8.858,6.241,4.159,1.33,0.432,9.525,2.522,4.562,4.198,1.786,6.634,1.161,8.533,5.683,2.324,4.936,1.833,7.931,1.69,5.465,4.71,6.292,2.865,0.642,9.527,7.464,2.223,9.181,8.77,4.95,3.124,3.015,6.832,2.37,2.703,6.959,3.648,0.295,8.974,Yes,No,4.808,6.026,8.395,1.618,2.825,7.099,4.776,1.321,2.652,6.355,1.333,3.446,8.988,0
9.553,2.044,1.581,8.727,0.784,5.873,3.366,4.714,2.436,1.296,9.209,4.403,1.529,0.954,6.113,1.02,0.475,3.867,2.12,8.726,5.768,6.581,5.946,3.117,3.606,7.507,4.785,7.405,9.177,3.895,8.198,6.565,2.408,7.273,4.242,2.353,0.995,0.221,8.933,6.055,9.863,2.215,8.002,7.683,7.589,Yes,Yes,0.691,9.21,9.047,7.092,5.779,5.526,2.671,0.643,9.315,8.196,4.416,9.073,8.42,1
2.207,1.026,9.051,8.047,2.896,7.657,0.787,9.294,8.662,4.004,5.344,8.653,7.994,2.708,2.061,8.842,7.157,3.864,9.933,3.562,2.517,3.663,3.299,6.293,2.803,5.354,5.715,9.272,8.512,2.873,2.667,7.758,8.552,4.657,3.208,2.484,6.868,9.065,8.462,3.79,0.402,3.206,3.959,6.928,9.671,Yes,Yes,1.631,2.416,2.173,1.005,5.766,4.696,0.751,8.774,3.283,9.053,0.247,8.428,1.498,1
8.172,0.326,9.485,5.836,8.492,3.794,0.625,7.264,0.624,9.963,1.845,9.393,8.025,0.251,3.074,7.738,0.629,6.789,1.0,5.884,0.906,2.778,9.072,0.105,9.816,3.883,4.665,2.327,0.564,1.981,6.924,2.786,3.74,3.534,3.757,8.158,9.116,9.49,8.314,9.189,0.402,6.011,8.332,2.66,7.213,No,No,8.092,6.344,8.046,5.875,7.79,9.645,4.51,4.942,1.345,8.318,8.734,8.168,3.35,2
0.437,8.254,7.089,3.935,5.952,0.123,2.464,4.439,0.202,8.683,2.759,7.232,2.196,3.548,9.689,4.732,7.03,7.137,8.981,4.876,0.137,2.168,4.216,9.783,8.168,1.672,1.653,4.031,2.12,6.782,1.626,4.305,0.059,6.898,0.175,2.831,4.465,4.135,9.606,3.926,6.642,2.605,0.092,3.499,8.407,No,Yes,9.311,9.874,7.316,0.148,3.726,6.645,8.301,3.253,8.886,5.256,9.941,0.526,1.444,2
2.975,1.325,3.004,1.33,7.904,8.899,7.492,2.226,9.637,8.066,7.91,3.578,1.051,9.88,3.097,9.533,1.768,3.852,9.156,1.896,6.35,1.62,0.919,6.986,1.144,6.817,4.639,4.879,7.478,4.736,0.644,5.945,0.124,3.571,6.562,8.289,4.937,5.252,5.02,0.912,4.618,3.692,2.413,8.235,4.54,Yes,Yes,3.782,6.962,8.122,9.096,8.441,0.602,9.784,7.445,9.668,8.306,9.73,9.379,3.827,5
7.113,9.807,3.848,9.286,3.862,6.277,6.408,4.916,5.127,6.726,8.747,8.677,8.429,7.756,4.267,3.32,4.049,0.744,2.935,7.003,2.255,6.309,9.653,8.795,6.955,7.441,7.089,3.06,4.817,0.956,7.661,9.436,9.802,1.996,1.764,9.499,0.984,8.177,7.591,5.285,9.159,4.083,4.963,5.569,7.269,Yes,No,0.367,9.273,5.708,2.938,1.7,4.484,5.738,2.338,7.455,1.166,2.129,8.256,6.939,0
5.29,0.943,2.497,3.129,2.518,5.411,2.833,1.935,8.342,9.069,9.803,0.586,7.641,5.118,9.432,9.266,1.57,7.505,3.038,3.887,5.209,0.417,5.158,0.277,4.252,3.482,1.919,7.328,7.069,1.344,7.096,5.893,1.078,6.805,9.19,5.292,9.396,3.507,9.982,7.426,1.675,8.005,3.781,0.506,5.949,Yes,Yes,7.189,3.492,7.041,8.913,0.655,0.949,2.867,5.71,3.553,5.606,6.917,5.336,2.962,0
9.828,7.905,8.163,4.195,0.235,4.13,7.733,0.891,4.035,7.726,6.731,8.928,3.457,6.612,2.934,1.462,9.164,4.816,2.991,7.981,7.521,5.129,9.643,3.972,7.418,2.195,0.171,3.563,3.46,3.995,5.73,9.903,6.435,3.16,7.72,1.806,7.694,6.023,2.957,7.829,1.84,4.979,3.619,5.925,0.697,Yes,Yes,7.705,7.121,5.305,0.023,4.562,5.314,6.115,6.637,0.483,4.019,5.315,1.221,2.675,5
3.84,6.282,7.296,0.468,6.049,3.252,7.699,5.769,2.71,3.822,4.647,5.953,3.969,3.023,7.652,8.327,0.603,3.191,0.502,8.576,3.576,9.037,7.2,9.381,6.845,8.238,2.642,5.06,8.274,1.321,4.827,0.644,4.081,2.215,0.549,5.725,7.895,1.797,0.417,8.886,5.067,4.093,1.476,5.947,4.918,No,No,2.709,5.116,9.797,1.38,0.756,5.774,6.954,9.64,1.888,5.026,4.162,2.109,4.282,0
6.462,9.99,2.901,6.262,9.131,1.542,0.035,4.555,0.555,6.178,6.668,1.314,3.183,5.841,5.274,1.309,5.203,5.482,9.368,4.206,8.121,0.621,2.257,1.591,1.018,9.55,5.304,2.377,3.411,6.658,8.05,1.882,4.395,6.916,4.07,1.836,1.656,1.317,0.533,3.096,0.211,5.727,7.454,6.136,8.736,Yes,Yes,0.428,1.18,9.91,8.19,0.341,4.644,2.548,7.494,5.468,4.181,0.069,9.111,7.672,4
2.186,4.849,4.7,6.288,2.167,5.379,2.285,4.923,9.373,3.874,2.4,8.524,3.047,8.546,5.836,6.495,7.619,4.835,4.018,6.968,2.94,0.154,9.351,8.566,9.687,9.839,0.678,3.088,9.482,0.026,3.457,2.082,7.63,1.198,4.775,0.09,9.473,1.046,9.878,6.774,6.399,7.168,2.374,5.572,5.174,Yes,Yes,4.979,7.646,7.684,0.665,9.104,7.192,3.105,6.361,5.199,3.332,9.731,7.298,3.174,5
9.619,6.498,4.531,4.074,7.627,5.446,0.603,4.87,0.918,1.591,0.933,0.834,3.866,9.496,8.731,1.364,8.184,9.711,2.466,7.691,6.806,2.474,1.259,5.481,9.251,0.797,0.718,0.936,5.735,1.642,8.383,8.027,7.709,1.572,7.295,6.983,1.505,6.025,2.495,3.654,8.555,4.96,9.65,0.13,6.654,Yes,No,8.93,6.129,5.851,2.696,6.77,6.543,9.007,4.771,8.722,2.292,7.33,7.43,4.589,5
0.687,5.868,2.944,2.454,1.122,2.918,5.646,6.535,9.194,0.282,9.168,7.385,5.904,0.144,6.676,4.851,0.589,9.541,2.371,0.331,5.846,3.701,7.435,9.919,2.086,0.945,6.889,3.971,4.947,3.977,2.192,0.254,7.868,4.096,9.49,7.35,7.431,0.486,3.559,2.694,8.281,4.555,7.86,5.195,1.565,Yes,Yes,4.731,9.685,3.525,9.178,1.68,0.896,8.654,4.626,4.652,3.181,2.574,1.032,8.379,3
1.89,8.699,6.504,6.786,5.858,2.451,6.778,6.445,5.424,2.7,0.976,4.939,0.518,8.112,0.463,5.462,1.51,6.491,8.131,0.74,9.511,8.802,8.707,4.557,4.782,9.533,8.727,9.528,9.783,1.659,9.066,6.598,8.207,2.057,1.903,8.14,5.321,0.063,6.164,3.617,1.456,3.953,6.456,0.595,4.54,Yes,Yes,0.968,7.345,8.524,4.406,4.7,1.265,0.164,3.765,2.351,8.391,6.323,1.773,9.966,3
8.37,4.311,9.303,8.575,7.657,7.963,6.934,9.03,7.434,5.772,4.965,7.676,5.217,8.589,0.681,6.421,6.553,5.133,7.288,6.934,0.792,6.404,1.39,4.726,3.42,4.13,5.585,8.936,6.855,6.364,8.969,8.787,5.561,6.096,3.813,7.505,4.061,4.91,5.944,0.425,1.769,0.382,1.281,2.825,0.378,Yes,No,5.65,8.787,8.559,4.198,6.205,7.578,9.484,9.169,7.172,2.267,2.392,4.846,1.867,1
0.602,2.2,8.734,4.91,8.339,9.657,4.151,2.415,5.71,6.018,5.574,9.58,9.138,4.084,4.485,7.655,1.836,2.878,9.038,2.8,6.539,4.632,5.665,0.505,3.487,1.082,7.4,0.841,0.518,3.875,9.944,5.475,9.134,2.621,7.373,9.725,0.09,7.332,1.475,7.749,5.775,8.19,5.955,2.698,6.601,Yes,Yes,0.116,2.755,6.247,2.396,9.912,5.623,5.477,4.971,2.325,8.148,9.81,8.575,6.922,1
1.675,6.074,7.711,6.571,8.264,3.605,7.858,5.381,7.785,5.585,4.452,9.154,5.75,6.15,7.148,0.132,4.353,5.501,7.645,5.011,3.863,7.977,7.981,5.037,4.261,6.434,0.465,1.737,7.255,5.279,2.105,7.591,1.44,2.611,9.649,2.784,1.599,5.047,6.727,0.253,3.579,4.515,9.686,1.335,0.607,Yes,No,2.697,2.472,6.766,6.342,9.133,1.151,1.605,9.218,7.462,5.796,9.084,2.508,1.261,5
1.205,2.751,3.345,4.137,1.915,3.273,6.104,1.048,7.052,2.62,8.655,8.841,7.59,3.511,5.755,6.358,5.652,9.997,3.624,6.512,0.544,1.507,0.144,4.353,0.791,4.449,5.925,0.8,9.228,4.871,3.996,1.017,5.885,2.94,8.203,5.308,7.489,9.012,2.757,0.522,4.476,1.019,3.16,6.458,9.037,No,No,8.391,0.237,0.471,6.117,1.717,6.686,5.295,6.31,0.55,3.361,1.13,3.931,1.53,3
5.0,0.608,5.938,3.376,7.114,4.801,4.861,8.517,0.289,4.313,5.739,6.949,9.742,7.772,1.115,7.542,6.539,2.095,6.332,3.996,5.447,4.622,9.865,9.77,8.625,8.521,8.798,5.337,9.623,2.034,4.203,2.564,5.178,8.289,7.404,6.387,6.86,8.741,3.373,2.754,1.427,3.69,0.56,6.735,2.407,No,No,3.073,3.385,2.629,0.06,3.934,2.52,8.209,5.872,5.309,8.564,7.669,0.674,9.231,5
4.129,7.164,3.426,7.115,9.853,1.442,1.155,0.503,5.315,1.996,9.574,8.623,1.834,9.116,1.746,2.473,2.82,8.228,6.083,3.414,8.885,4.221,6.523,3.757,6.74,6.195,6.32,0.64,8.731,0.62,5.822,7.155,0.921,5.28,7.808,4.801,3.643,7.701,0.11,1.964,4.723,0.996,6.746,2.109,8.271,Yes,No,9.646,1.316,7.342,0.359,8.956,5.001,6.963,0.537,5.347,3.262,9.701,9.982,3.83,5
2.454,8.182,5.862,4.891,0.051,3.091,1.585,4.108,9.809,4.437,6.382,4.516,9.084,0.388,7.844,5.435,6.552,4.395,0.315,1.264,9.963,3.525,3.188,3.909,6.252,8.324,2.711,0.743,4.741,3.983,6.926,7.956,2.931,0.169,8.571,7.529,1.486,1.054,2.76,4.539,0.543,0.792,7.256,9.609,7.826,Yes,Yes,0.503,1.643,7.349,5.49,7.617,5.907,5.72,3.841,5.287,7.006,9.998,5.869,4.471,4
0.732,7.349,9.104,2.004,0.234,5.852,1.007,6.617,0.722,8.622,3.332,8.614,4.708,4.886,0.134,5.76,1.436,3.836,9.005,7.47,0.552,9.154,8.61,9.505,2.476,1.977,1.385,1.195,7.974,3.608,3.178,2.64,8.054,6.18,5.251,8.106,9.587,6.038,3.147,8.343,8.528,1.841,8.013,0.025,0.285,No,No,6.992,0.886,3.199,5.627,3.926,2.309,0.001,4.885,8.847,0.888,6.233,1.668,5.218,1
2.803,2.505,1.019,4.636,3.372,2.075,7.431,4.531,3.896,2.107,7.646,3.723,2.678,3.024,2.371,2.042,3.468,2.754,5.208,7.32,8.622,1.088,8.421,9.856,5.589,7.907,3.415,2.747,7.062,1.824,3.658,9.836,0.894,2.371,9.714,9.316,0.809,1.226,0.605,3.146,1.561,2.528,1.705,8.663,1.593,Yes,Yes,3.584,0.149,7.974,0.513,2.341,3.514,6.812,4.792,3.919,5.152,0.762,6.736,7.415,3
3.651,1.359,8.276,7.19,8.816,5.698,8.241,2.461,1.073,8.395,2.639,7.037,0.018,7.241,2.728,0.849,9.058,0.645,8.966,0.858,6.752,7.714,6.69,0.757,9.505,5.353,1.053,3.85,2.385,4.25,4.183,7.347,0.632,9.062,1.532,2.976,9.421,9.378,8.201,0.142,1.203,4.777,3.388,3.298,6.096,No,Yes,3.861,7.352,3.126,0.951,4.265,4.801,6.817,8.271,8.992,4.173,2.364,4.094,9.371,1
2.247,7.557,1.192,8.832,6.351,1.157,9.879,4.521,9.788,4.837,0.016,6.463,2.885,6.757,6.205,8.608,6.355,5.134,1.693,3.815,4.603,7.164,7.719,7.251,3.494,6.971,7.636,8.653,0.829,6.603,8.255,2.342,7.199,6.767,2.578,0.918,1.105,6.448,2.035,7.552,3.735,1.787,0.613,2.118,4.096,No,No,4.661,9.958,7.251,0.276,0.63,7.809,3.76,4.343,3.488,8.752,9.196,7.067,0.07,2
6.838,6.408,5.249,6.605,9.803,7.675,8.235,1.277,6.538,1.965,8.122,3.255,1.0,1.553,0.432,7.392,2.207,1.242,4.843,9.578,6.916,1.172,7.51,6.138,6.062,0.147,2.454,2.999,2.01,5.751,1.641,9.655,2.788,0.947,0.481,5.786,8.239,7.845,3.449,0.898,5.854,8.513,5.74,4.468,0.796,No,No,8.794,6.948,7.41,5.018,2.622,1.341,1.512,6.232,1.796,8.852,5.596,6.657,8.652,3
4.767,7.411,1.871,0.09,0.27,0.971,5.286,5.692,7.389,7.055,9.564,8.184,4.13,7.853,0.709,4.231,2.641,5.269,8.524,4.266,6.093,4.028,4.465,8.446,6.9,1.635,1.914,1.946,8.887,9.736,2.835,6.659,7.118,9.585,2.924,9.695,4.315,1.224,4.157,0.215,3.848,7.788,8.284,1.979,2.624,No,No,1.515,1.033,0.052,4.751,0.48,2.833,9.68,3.107,3.313,5.576,3.84,0.117,7.537,1
3.052,7.541,7.341,3.901,8.05,4.392,8.522,8.07,3.103,4.494,1.654,9.991,4.185,5.9,7.304,8.154,1.705,1.226,7.715,5.489,5.491,4.46,4.133,5.837,0.344,7.568,3.136,1.702,6.05,9.177,5.432,4.508,9.893,5.983,5.359,4.564,8.051,7.053,7.324,6.702,3.469,9.186,8.161,9.694,7.361,No,No,0.321,8.94,7.394,0.214,5.572,8.113,4.842,8.968,4.14,6.102,3.21,8.621,9.64,5
6.939,3.225,5.882,3.807,9.16,0.894,7.1,7.488,8.603,6.96,0.637,6.694,0.73,0.21,3.125,2.755,9.502,5.364,1.173,8.407,2.288,3.642,7.8,9.949,9.451,9.061,0.18,9.672,2.292,5.456,8.813,0.557,1.759,9.098,7.606,3.225,2.431,4.377,9.218,0.977,3.392,5.812,8.973,7.282,4.276,No,No,2.117,3.815,5.564,5.679,0.183,9.148,1.985,4.801,5.276,0.964,6.49,4.287,7.956,3
5.652,2.564,5.155,6.977,8.907,5.392,4.597,7.674,9.567,2.071,5.677,4.651,7.147,0.733,2.968,4.846,7.831,8.666,8.443,2.616,1.796,2.235,9.17,0.225,1.217,7.18,3.25,2.424,3.742,1.969,8.856,3.666,7.837,4.189,5.827,4.732,6.802,2.184,1.57,3.406,1.049,0.319,9.31,8.354,4.685,No,Yes,6.458,3.079,7.933,3.58,8.519,8.049,9.047,8.202,6.827,4.012,8.958,7.414,2.159,4
9.027,1.438,3.242,5.245,7.776,9.747,6.187,6.239,0.203,0.043,1.812,3.842,0.61,5.346,9.315,5.036,6.292,2.224,3.008,5.447,5.036,6.338,2.565,7.449,0.319,8.333,5.816,7.911,4.168,3.308,7.552,4.216,8.678,9.18,3.916,0.077,1.357,1.914,3.01,1.389,1.14,2.363,6.978,3.689,8.113,No,Yes,1.426,0.073,1.029,0.185,7.689,5.554,0.185,7.751,6.064,0.082,4.412,9.467,6.333,1
7.072,3.017,0.81,4.928,0.783,8.56,9.041,4.144,5.364,1.869,0.303,6.258,4.424,6.353,6.744,0.865,3.401,7.492,9.28,8.283,2.919,7.602,4.35,1.082,2.974,1.961,4.401,8.285,8.762,2.552,2.638,3.11,8.249,4.91,8.7,3.92,2.578,9.687,5.389,2.28,5.439,0.991,9.522,6.0,0.757,Yes,Yes,2.068,5.14,4.482,2.187,1.956,9.985,3.932,7.901,5.042,2.219,4.739,4.787,7.365,3
3.066,5.495,3.546,5.611,7.892,0.678,0.052,7.627,8.491,0.894,7.048,8.141,3.409,8.308,8.918,9.333,5.052,6.552,8.716,0.511,0.519,6.898,8.891,5.19,4.833,9.664,8.49,3.737,3.764,7.83,7.308,6.575,6.48,9.999,7.71,9.52,5.869,2.922,4.459,5.385,6.701,7.844,2.367,9.016,1.516,Yes,No,6.583,1.434,4.098,6.347,2.918,1.499,1.411,8.573,9.951,6.826,9.064,0.079,1.045,5
0.129,9.182,6.658,7.812,4.677,4.558,4.36,1.311,3.322,6.417,6.919,2.149,2.831,5.239,0.299,7.118,7.077,1.029,7.517,0.373,2.47,1.079,1.993,8.049,9.606,8.588,1.489,3.767,0.515,0.02,7.013,0.968,4.548,6.205,2.026,2.336,8.958,2.199,8.238,9.255,0.525,1.555,9.647,3.937,7.068,Yes,Yes,4.257,9.186,8.359,7.656,5.735,7.693,8.959,5.518,5.457,3.838,8.117,8.692,2.069,1
0.592,8.755,3.698,6.58,1.604,6.708,2.139,1.012,2.082,3.087,4.606,2.669,0.885,3.215,0.131,6.843,8.524,0.043,2.951,4.442,7.351,3.359,0.988,0.632,5.246,7.664,4.842,0.243,3.062,0.564,8.476,0.435,0.356,5.997,2.213,3.617,9.827,3.002,1.47,3.396,2.001,1.669,6.041,5.593,0.867,No,Yes,2.436,8.014,0.931,5.639,7.429,6.269,2.301,6.859,2.424,2.056,1.539,9.289,8.16,4
3.554,8.844,8.784,6.912,9.054,1.971,6.907,0.436,0.268,6.462,2.276,8.716,4.882,4.708,7.558,5.48,4.767,0.209,8.059,1.032,1.042,0.308,4.236,8.562,0.177,4.78,9.11,4.386,2.614,6.066,2.649,2.637,1.195,2.23,4.883,2.273,1.812,6.394,6.075,8.002,4.786,0.115,8.435,7.441,3.107,No,Yes,7.511,2.484,5.92,2.958,1.093,6.187,8.364,4.037,0.828,5.653,0.476,7.027,4.783,0
2.916,5.411,8.859,8.49,3.349,3.253,0.436,4.834,0.904,8.073,9.326,1.444,4.9,7.911,9.922,8.312,3.836,2.535,8.357,7.204,2.939,5.695,1.58,7.093,7.172,2.073,9.732,8.382,7.862,4.716,9.849,8.395,3.877,0.231,2.72,1.08,9.652,6.765,7.115,9.356,0.093,8.014,3.533,2.697,6.021,No,Yes,7.131,5.718,2.665,6.095,0.078,2.016,5.801,8.363,4.743,5.466,3.574,2.765,9.208,0
2.557,7.752,7.632,3.777,2.335,0.045,8.554,4.119,3.629,4.663,2.633,2.887,1.943,9.616,4.717,2.278,0.963,4.889,1.314,0.528,6.599,0.316,7.543,0.712,7.889,5.141,1.846,9.472,3.791,2.104,9.093,9.281,5.122,7.64,3.426,8.291,9.232,3.929,4.08,9.216,4.247,8.006,9.114,7.859,1.617,Yes,Yes,4.671,2.367,3.778,7.155,2.933,7.231,2.24,7.676,5.474,0.421,5.488,5.069,5.107,3
6.772,9.201,6.163,8.669,0.922,7.103,9.795,3.876,0.754,0.339,5.098,8.182,0.056,8.478,1.533,7.402,8.627,0.073,7.799,2.229,5.857,8.315,5.958,1.573,9.385,4.925,7.8,0.148,5.674,6.358,9.869,6.992,8.587,2.674,4.838,5.978,2.549,6.7,7.141,2.657,0.43,4.036,1.26,3.695,2.092,Yes,Yes,2.93,8.443,7.603,2.607,7.26,7.9,2.54,0.99,6.2,7.062,6.785,2.897,2.74,2
3.145,3.042,4.883,6.271,8.94,2.437,9.321,8.783,7.639,9.3,1.528,0.566,9.824,6.341,6.044,6.026,8.134,6.771,8.775,7.267,7.576,1.8,8.933,1.511,6.707,2.351,2.079,4.581,2.547,6.39,0.353,2.995,5.835,9.198,8.156,1.627,1.575,5.593,3.621,7.557,5.125,4.006,6.136,2.184,9.685,Yes,No,3.399,9.398,9.139,8.622,9.309,7.145,8.783,1.813,8.504,9.83,6.371,6.113,5.089,2
3.635,7.217,4.18,2.438,0.511,1.066,5.092,9.4,9.112,5.322,9.224,1.021,6.812,1.22,0.416,7.802,4.616,1.702,0.315,1.996,8.604,2.959,5.254,3.845,9.043,6.741,8.068,1.179,3.748,3.544,5.764,0.145,0.901,4.784,4.028,7.03,2.183,9.138,4.125,6.692,7.323,4.209,1.836,4.669,2.88,Yes,No,1.423,2.083,2.383,4.623,6.44,7.657,1.22,1.996,9.908,0.489,5.564,4.623,1.139,5
4.96,4.074,2.992,8.554,6.576,5.148,8.21,0.24,2.09,7.037,7.741,8.575,5.975,1.873,4.53,5.885,9.561,7.367,9.495,3.376,2.533,5.192,4.922,1.78,6.054,0.85,3.579,8.633,9.892,9.838,3.254,1.49,4.489,4.794,4.254,2.382,4.773,6.545,7.58,7.523,7.288,3.622,8.691,0.231,4.554,No,No,1.761,7.086,8.38,0.112,0.395,4.856,9.972,4.755,5.397,7.437,3.006,7.766,7.176,4
2.724,4.63,2.024,2.885,5.169,9.061,7.19,2.236,3.065,6.251,4.486,5.808,6.314,6.499,8.361,0.181,5.417,6.989,0.362,4.44,4.917,6.555,3.418,1.509,0.413,7.752,5.497,4.607,3.895,0.826,3.526,0.904,5.264,6.995,4.196,8.206,7.888,9.877,6.841,1.142,9.484,5.388,9.03,9.372,1.415,Yes,No,0.591,3.28,3.201,3.628,3.893,9.739,3.977,9.411,0.611,1.98,3.332,2.588,8.521,5
6.993,7.027,3.177,5.585,5.754,6.462,9.622,5.93,2.476,0.252,2.77,4.429,9.987,1.01,1.983,7.758,5.117,1.921,7.214,5.786,2.063,5.236,1.17,0.247,7.772,1.437,7.892,5.426,7.861,3.141,9.816,5.611,0.319,4.229,1.137,1.442,8.58,6.263,1.346,2.774,0.825,5.354,3.773,9.738,7.207,Yes,Yes,6.635,9.954,2.323,7.516,8.002,3.446,8.039,6.151,9.176,2.863,0.026,4.487,9.613,1
